Order_ID,Order_Date,Customer_Name,Region,Category,Product,Quantity,Unit_Price,Sales,Profit
1158,2025-02-23,Arjun,West,Electronics,Laptop,6,250,1500,297.94
1159,2025-06-06,Meera,West,Electronics,Mouse,9,1000,9000,979.76
1160,2025-04-16,Meera,West,Electronics,Mouse,3,5000,15000,1583.53
1161,2025-07-07,Siva,East,Office Supplies,Notebook,6,750,4500,1116.05
1162,2025-07-23,Aarav,West,Furniture,Chair,7,1500,10500,2406.1
1163,2025-03-12,Ravi,West,Office Supplies,Stapler,7,750,5250,1144.74
1164,2025-10-04,Sneha,West,Furniture,Cabinet,2,1500,3000,365.8
1165,2025-08-19,Ananya,South,Electronics,Monitor,7,250,1750,400.19
1166,2025-03-20,Meera,North,Furniture,Cabinet,4,750,3000,782.7
1167,2025-01-16,Arjun,West,Electronics,Mouse,6,750,4500,1080.78
1168,2025-01-15,Meera,East,Furniture,Table,3,2500,7500,621.04
1169,2025-02-02,Siva,East,Furniture,Table,5,100,500,143.22
1170,2025-07-22,Rahul,South,Electronics,Keyboard,2,100,200,32.79
1171,2025-04-05,Arjun,North,Electronics,Monitor,10,1000,10000,2171.04
1172,2025-10-29,Kiran,South,Office Supplies,Notebook,8,250,2000,546.03
1173,2025-12-04,Ravi,South,Furniture,Cabinet,9,1500,13500,3405.19
1174,2025-10-09,Ananya,North,Furniture,Desk,6,1500,9000,2670.78
1175,2025-05-26,Rahul,West,Furniture,Chair,9,100,900,244.33
1176,2025-02-28,Siva,North,Office Supplies,Stapler,7,500,3500,671.14
1177,2025-05-29,Sneha,West,Electronics,Mouse,5,1500,7500,1006.17
1178,2025-10-14,Siva,West,Furniture,Table,1,1000,1000,234.37
1179,2025-02-17,Ananya,West,Furniture,Desk,7,100,700,65.89
1180,2025-04-15,Priya,East,Office Supplies,Pen,7,250,1750,512.47
1181,2025-06-19,Kiran,East,Office Supplies,Stapler,6,1500,9000,2481.17
1182,2025-02-06,Meera,North,Office Supplies,Paper,4,1000,4000,499.73
1183,2025-03-19,Rahul,West,Furniture,Table,9,100,900,124.71
1184,2025-05-08,Siva,East,Office Supplies,Stapler,9,1500,13500,3253.52
1185,2025-02-12,Ravi,North,Office Supplies,Stapler,1,2500,2500,634.4
1186,2025-09-16,Arjun,West,Electronics,Mouse,1,2500,2500,578.13
1187,2025-07-18,Aarav,West,Office Supplies,Stapler,9,250,2250,337.89
1188,2025-07-05,Priya,East,Office Supplies,Paper,7,250,1750,197.88
1189,2025-01-09,Siva,West,Electronics,Laptop,10,750,7500,2161.06
1190,2025-01-11,Kiran,South,Electronics,Laptop,9,2500,22500,5238.6
1191,2025-07-04,Meera,South,Office Supplies,Paper,9,750,6750,747.67
1192,2025-01-25,Sneha,West,Electronics,Mouse,6,500,3000,659.64
1193,2025-07-25,Sneha,South,Office Supplies,Pen,9,1500,13500,3677.5
1194,2025-11-26,Priya,North,Furniture,Chair,7,100,700,134.61
1195,2025-08-18,Kiran,East,Office Supplies,Notebook,3,500,1500,362.25
1196,2025-06-08,Siva,South,Electronics,Monitor,1,500,500,103.81
1197,2025-04-17,Ananya,North,Office Supplies,Paper,5,1500,7500,1701.11
1198,2025-10-06,Sneha,South,Office Supplies,Stapler,4,750,3000,882.04
1199,2025-04-10,Ravi,North,Furniture,Desk,9,750,6750,1881.69
1200,2025-07-28,Priya,West,Office Supplies,Stapler,3,500,1500,443.6
